course_id,section_type,major_group,term_year,term_season,term_class_level,course_grade,enrollments
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2024,Spring,Sophomore,B,3
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2024,Spring,Sophomore,B+,2
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2024,Spring,Sophomore,C,1
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2025,Spring,Freshman,B,1
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2025,Spring,Freshman,C,1
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2025,Spring,Junior,A,4
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2025,Spring,Junior,A+,1
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2025,Spring,Junior,B,1
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2025,Spring,Junior,B+,2
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2025,Spring,Junior,C,1
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2025,Spring,Senior,A,5
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2025,Spring,Senior,A-,1
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2025,Spring,Senior,B+,1
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2025,Spring,Senior,C,1
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2025,Spring,Sophomore,A,3
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2025,Spring,Sophomore,B,2
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2025,Spring,Sophomore,B+,4
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2025,Spring,Sophomore,C,1
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2025,Spring,Sophomore,F,1
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2026,Spring,Junior,W,1
LIFE-203,Lab,Behavioral and Cognitive Neuroscience,2026,Spring,Sophomore,W,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2020,Spring,Sophomore,A-,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2021,Spring,Senior,XC,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2021,Spring,Sophomore,A-,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2022,Spring,Senior,C,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2023,Spring,Junior,A,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2023,Spring,Junior,B,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2023,Spring,Junior,W,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2023,Spring,Sophomore,A,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2023,Spring,Sophomore,A+,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2023,Spring,Sophomore,B+,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2024,Spring,Junior,A,3
LIFE-203,Lab,Cell and Molecular Neuroscience,2024,Spring,Junior,A+,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2024,Spring,Junior,A-,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2024,Spring,Junior,C,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2024,Spring,Senior,A,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2024,Spring,Senior,C,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2024,Spring,Senior,F,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2024,Spring,Sophomore,A,2
LIFE-203,Lab,Cell and Molecular Neuroscience,2024,Spring,Sophomore,B,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2024,Spring,Sophomore,B+,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2024,Spring,Sophomore,C,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2025,Spring,Junior,A,3
LIFE-203,Lab,Cell and Molecular Neuroscience,2025,Spring,Junior,A-,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2025,Spring,Senior,A,4
LIFE-203,Lab,Cell and Molecular Neuroscience,2025,Spring,Senior,A+,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2025,Spring,Senior,C,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2025,Spring,Senior - Second Bachelor,A,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2025,Spring,Sophomore,A,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2025,Spring,Sophomore,A+,2
LIFE-203,Lab,Cell and Molecular Neuroscience,2025,Spring,Sophomore,B+,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2025,Spring,Sophomore,D,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2025,Spring,Sophomore,W,1
LIFE-203,Lab,Cell and Molecular Neuroscience,2026,Spring,Junior,W,1
LIFE-203,Lab,Environmental and Public Health,2025,Spring,Sophomore,C,1
LIFE-203,Lab,Exercise Science,2022,Spring,Junior,D,1
LIFE-203,Lab,Exercise Science,2023,Spring,Junior,B-,1
LIFE-203,Lab,Exercise Science,2023,Spring,Sophomore,A,1
LIFE-203,Lab,Exercise Science,2024,Spring,Freshman,W,1
LIFE-203,Lab,Exercise Science,2024,Spring,Junior,W,1
LIFE-203,Lab,Exercise Science,2024,Spring,Sophomore,B,1
LIFE-203,Lab,Exercise Science,2025,Spring,Freshman,F,1
LIFE-203,Lab,Exercise Science,2025,Spring,Sophomore,A,1
LIFE-203,Lab,Exercise Science,2025,Spring,Sophomore,B,1
LIFE-203,Lab,Health Promotion,2024,Spring,Sophomore,B,1
LIFE-203,Lab,Microbiology and Infectious Disease,2024,Spring,Junior,A-,1
LIFE-203,Lab,Microbiology and Infectious Disease,2024,Spring,Sophomore,A,1
LIFE-203,Lab,Microbiology and Infectious Disease,2024,Spring,Sophomore,B,1
LIFE-203,Lab,Microbiology and Infectious Disease,2024,Spring,Sophomore,B+,1
LIFE-203,Lab,Neuroscience,2025,Spring,Freshman,W,1
LIFE-203,Lab,Neuroscience,2025,Spring,Sophomore,B,1
LIFE-203,Lab,Neuroscience,2025,Spring,Sophomore,B+,1
LIFE-203,Lab,Neuroscience,2025,Spring,Sophomore,C,1
LIFE-203,Lab,Other,2023,Spring,Sophomore,A,1
LIFE-203,Lab,Other,2025,Spring,Freshman,D,1
LIFE-203,Lab,Other,2025,Spring,Junior,A+,1
LIFE-203,Lab,Other,2025,Spring,Junior,B,1
LIFE-203,Recitation,Anatomy and Physiology,2023,Spring,Junior,NGC,1
LIFE-203,Recitation,Anatomy and Physiology,2023,Spring,Sophomore,NGC,6
LIFE-203,Recitation,Anatomy and Physiology,2024,Spring,Freshman,NGC,1
LIFE-203,Recitation,Anatomy and Physiology,2024,Spring,Junior,NGC,1
LIFE-203,Recitation,Anatomy and Physiology,2025,Spring,Sophomore,NGC,1
LIFE-203,Recitation,Behavioral and Cognitive Neuroscience,2022,Spring,Sophomore,NGC,2
LIFE-203,Recitation,Behavioral and Cognitive Neuroscience,2023,Spring,Freshman,NGC,2
LIFE-203,Recitation,Behavioral and Cognitive Neuroscience,2023,Spring,Junior,NGC,6
LIFE-203,Recitation,Behavioral and Cognitive Neuroscience,2023,Spring,Senior,NGC,1
LIFE-203,Recitation,Behavioral and Cognitive Neuroscience,2023,Spring,Sophomore,NGC,9
LIFE-203,Recitation,Behavioral and Cognitive Neuroscience,2023,Spring,Sophomore,W,1
LIFE-203,Recitation,Behavioral and Cognitive Neuroscience,2024,Spring,Freshman,NGC,2
LIFE-203,Recitation,Behavioral and Cognitive Neuroscience,2024,Spring,Junior,NGC,11
LIFE-203,Recitation,Behavioral and Cognitive Neuroscience,2024,Spring,Senior,NGC,5
LIFE-203,Recitation,Behavioral and Cognitive Neuroscience,2024,Spring,Sophomore,NGC,9
LIFE-203,Recitation,Behavioral and Cognitive Neuroscience,2025,Spring,Freshman,NGC,2
LIFE-203,Recitation,Behavioral and Cognitive Neuroscience,2025,Spring,Junior,NGC,9
LIFE-203,Recitation,Behavioral and Cognitive Neuroscience,2025,Spring,Senior,NGC,8
LIFE-203,Recitation,Behavioral and Cognitive Neuroscience,2025,Spring,Sophomore,NGC,11
LIFE-203,Recitation,Behavioral and Cognitive Neuroscience,2026,Spring,Freshman,NGC,1
LIFE-203,Recitation,Behavioral and Cognitive Neuroscience,2026,Spring,Junior,NGC,4
LIFE-203,Recitation,Behavioral and Cognitive Neuroscience,2026,Spring,Junior,W,1
LIFE-203,Recitation,Behavioral and Cognitive Neuroscience,2026,Spring,Senior,NGC,4
LIFE-203,Recitation,Behavioral and Cognitive Neuroscience,2026,Spring,Sophomore,NGC,16
LIFE-203,Recitation,Behavioral and Cognitive Neuroscience,2026,Spring,Sophomore,W,1
LIFE-203,Recitation,Cell and Molecular Neuroscience,2020,Spring,Sophomore,NGC,1
LIFE-203,Recitation,Cell and Molecular Neuroscience,2021,Spring,Senior,NGC,1
LIFE-203,Recitation,Cell and Molecular Neuroscience,2021,Spring,Sophomore,NGC,1
LIFE-203,Recitation,Cell and Molecular Neuroscience,2022,Spring,Senior,NGC,1
LIFE-203,Recitation,Cell and Molecular Neuroscience,2023,Spring,Junior,NGC,2
LIFE-203,Recitation,Cell and Molecular Neuroscience,2023,Spring,Junior,W,1
LIFE-203,Recitation,Cell and Molecular Neuroscience,2023,Spring,Sophomore,NGC,3
LIFE-203,Recitation,Cell and Molecular Neuroscience,2024,Spring,Junior,NGC,6
LIFE-203,Recitation,Cell and Molecular Neuroscience,2024,Spring,Senior,NGC,3
LIFE-203,Recitation,Cell and Molecular Neuroscience,2024,Spring,Sophomore,NGC,5
LIFE-203,Recitation,Cell and Molecular Neuroscience,2025,Spring,Junior,NGC,4
LIFE-203,Recitation,Cell and Molecular Neuroscience,2025,Spring,Senior,NGC,6
LIFE-203,Recitation,Cell and Molecular Neuroscience,2025,Spring,Senior - Second Bachelor,NGC,1
LIFE-203,Recitation,Cell and Molecular Neuroscience,2025,Spring,Sophomore,NGC,5
LIFE-203,Recitation,Cell and Molecular Neuroscience,2025,Spring,Sophomore,W,1
LIFE-203,Recitation,Cell and Molecular Neuroscience,2026,Spring,Freshman,NGC,3
LIFE-203,Recitation,Cell and Molecular Neuroscience,2026,Spring,Junior,NGC,5
LIFE-203,Recitation,Cell and Molecular Neuroscience,2026,Spring,Junior,W,1
LIFE-203,Recitation,Cell and Molecular Neuroscience,2026,Spring,Senior,NGC,1
LIFE-203,Recitation,Cell and Molecular Neuroscience,2026,Spring,Senior - Second Bachelor,NGC,1
LIFE-203,Recitation,Cell and Molecular Neuroscience,2026,Spring,Sophomore,NGC,8
LIFE-203,Recitation,Environmental and Public Health,2025,Spring,Sophomore,NGC,1
LIFE-203,Recitation,Exercise Science,2022,Spring,Junior,NGC,1
LIFE-203,Recitation,Exercise Science,2023,Spring,Junior,NGC,1
LIFE-203,Recitation,Exercise Science,2023,Spring,Sophomore,NGC,1
LIFE-203,Recitation,Exercise Science,2024,Spring,Freshman,W,1
LIFE-203,Recitation,Exercise Science,2024,Spring,Junior,W,1
LIFE-203,Recitation,Exercise Science,2024,Spring,Sophomore,NGC,1
LIFE-203,Recitation,Exercise Science,2025,Spring,Freshman,NGC,1
LIFE-203,Recitation,Exercise Science,2025,Spring,Sophomore,NGC,2
LIFE-203,Recitation,Health Promotion,2024,Spring,Sophomore,NGC,1
LIFE-203,Recitation,Microbiology and Infectious Disease,2024,Spring,Junior,NGC,1
LIFE-203,Recitation,Microbiology and Infectious Disease,2024,Spring,Sophomore,NGC,3
LIFE-203,Recitation,Neuroscience,2025,Spring,Freshman,W,1
LIFE-203,Recitation,Neuroscience,2025,Spring,Sophomore,NGC,3
LIFE-203,Recitation,Neuroscience,2026,Spring,Freshman,NGC,1
LIFE-203,Recitation,Neuroscience,2026,Spring,Junior,NGC,2
LIFE-203,Recitation,Neuroscience,2026,Spring,Sophomore,NGC,2
LIFE-203,Recitation,Other,2023,Spring,Sophomore,NGC,1
LIFE-203,Recitation,Other,2025,Spring,Freshman,NGC,1
LIFE-203,Recitation,Other,2025,Spring,Junior,NGC,2
LIFE-203,Recitation,Other,2026,Spring,Junior,NGC,1
LIFE-205,Lecture,Anatomy and Physiology,2025,Fall,Sophomore,B,1
LIFE-205,Lecture,Anatomy and Physiology,2025,Fall,Sophomore,C,1
LIFE-205,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Senior,A,1
LIFE-205,Lecture,Exercise Science,2022,Fall,Senior,F,1
LIFE-205,Lecture,Exercise Science,2025,Fall,Sophomore,D,1
LIFE-205,Lecture,Exercise Science,2025,Spring,Senior - Second Bachelor,A,1
LIFE-205,Lecture,Exercise Science,2025,Summer,Senior,A,1
LIFE-205,Lecture,Health Promotion,2025,Fall,Senior,A,1
LIFE-205,Lecture,Health Promotion,2025,Spring,Senior,A,1
LIFE-206,Lab,Anatomy and Physiology,2025,Fall,Sophomore,A,1
LIFE-206,Lab,Exercise Science,2022,Fall,Senior,B,1
LIFE-206,Lab,Exercise Science,2025,Fall,Senior,A,1
LIFE-206,Lab,Exercise Science,2025,Fall,Sophomore,I,1
LIFE-210,Lecture,Anatomy and Physiology,2021,Fall,Sophomore,W,1
LIFE-210,Lecture,Anatomy and Physiology,2022,Fall,Junior,B-,1
LIFE-210,Lecture,Anatomy and Physiology,2022,Fall,Sophomore,C,1
LIFE-210,Lecture,Anatomy and Physiology,2022,Fall,Sophomore,W,1
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Junior,A,26
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Junior,A+,3
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Junior,B,9
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Junior,B+,2
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Junior,B-,1
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Junior,C,1
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Junior,RF,1
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Junior,W,1
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Senior,A,3
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Senior,A+,2
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Senior,B,2
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Senior,C,1
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Sophomore,A,9
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Sophomore,A+,3
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Sophomore,B,10
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Sophomore,B+,1
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Sophomore,B-,1
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Sophomore,C,5
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Sophomore,C+,1
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Sophomore,D,1
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Sophomore,RD,2
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Sophomore,RF,1
LIFE-210,Lecture,Anatomy and Physiology,2023,Fall,Sophomore,W,1
LIFE-210,Lecture,Anatomy and Physiology,2023,Summer,Junior,B,1
LIFE-210,Lecture,Anatomy and Physiology,2023,Summer,Senior,A,1
LIFE-210,Lecture,Anatomy and Physiology,2023,Summer,Sophomore,A+,1
LIFE-210,Lecture,Anatomy and Physiology,2024,Fall,Junior,A,25
LIFE-210,Lecture,Anatomy and Physiology,2024,Fall,Junior,A+,2
LIFE-210,Lecture,Anatomy and Physiology,2024,Fall,Junior,B,11
LIFE-210,Lecture,Anatomy and Physiology,2024,Fall,Junior,B+,2
LIFE-210,Lecture,Anatomy and Physiology,2024,Fall,Junior,C,5
LIFE-210,Lecture,Anatomy and Physiology,2024,Fall,Junior,C+,1
LIFE-210,Lecture,Anatomy and Physiology,2024,Fall,Junior,W,2
LIFE-210,Lecture,Anatomy and Physiology,2024,Fall,Senior,A,11
LIFE-210,Lecture,Anatomy and Physiology,2024,Fall,Senior,A+,1
LIFE-210,Lecture,Anatomy and Physiology,2024,Fall,Senior,B,3
LIFE-210,Lecture,Anatomy and Physiology,2024,Fall,Sophomore,A,9
LIFE-210,Lecture,Anatomy and Physiology,2024,Fall,Sophomore,A+,1
LIFE-210,Lecture,Anatomy and Physiology,2024,Fall,Sophomore,B,10
LIFE-210,Lecture,Anatomy and Physiology,2024,Fall,Sophomore,B+,1
LIFE-210,Lecture,Anatomy and Physiology,2024,Fall,Sophomore,B-,2
LIFE-210,Lecture,Anatomy and Physiology,2024,Fall,Sophomore,C,2
LIFE-210,Lecture,Anatomy and Physiology,2024,Fall,Sophomore,C+,1
LIFE-210,Lecture,Anatomy and Physiology,2024,Fall,Sophomore,F,1
LIFE-210,Lecture,Anatomy and Physiology,2024,Fall,Sophomore,W,2
LIFE-210,Lecture,Anatomy and Physiology,2024,Spring,Junior,B+,1
LIFE-210,Lecture,Anatomy and Physiology,2024,Summer,Junior,A,2
LIFE-210,Lecture,Anatomy and Physiology,2024,Summer,Junior,A+,11
LIFE-210,Lecture,Anatomy and Physiology,2024,Summer,Junior,A-,1
LIFE-210,Lecture,Anatomy and Physiology,2024,Summer,Junior,B,2
LIFE-210,Lecture,Anatomy and Physiology,2024,Summer,Junior,W,1
LIFE-210,Lecture,Anatomy and Physiology,2024,Summer,Senior,A+,2
LIFE-210,Lecture,Anatomy and Physiology,2024,Summer,Sophomore,A,1
LIFE-210,Lecture,Anatomy and Physiology,2024,Summer,Sophomore,A+,5
LIFE-210,Lecture,Anatomy and Physiology,2024,Summer,Sophomore,B-,1
LIFE-210,Lecture,Anatomy and Physiology,2025,Fall,Freshman,A,1
LIFE-210,Lecture,Anatomy and Physiology,2025,Fall,Junior,A,38
LIFE-210,Lecture,Anatomy and Physiology,2025,Fall,Junior,A+,3
LIFE-210,Lecture,Anatomy and Physiology,2025,Fall,Junior,B,11
LIFE-210,Lecture,Anatomy and Physiology,2025,Fall,Junior,B+,2
LIFE-210,Lecture,Anatomy and Physiology,2025,Fall,Junior,B-,1
LIFE-210,Lecture,Anatomy and Physiology,2025,Fall,Junior,C,4
LIFE-210,Lecture,Anatomy and Physiology,2025,Fall,Junior,C+,1
LIFE-210,Lecture,Anatomy and Physiology,2025,Fall,Junior,D,1
LIFE-210,Lecture,Anatomy and Physiology,2025,Fall,Senior,A,13
LIFE-210,Lecture,Anatomy and Physiology,2025,Fall,Senior,A+,5
LIFE-210,Lecture,Anatomy and Physiology,2025,Fall,Senior,A-,1
LIFE-210,Lecture,Anatomy and Physiology,2025,Fall,Senior,B,2
LIFE-210,Lecture,Anatomy and Physiology,2025,Fall,Senior,B-,1
LIFE-210,Lecture,Anatomy and Physiology,2025,Fall,Senior,C,2
LIFE-210,Lecture,Anatomy and Physiology,2025,Fall,Senior,W,1
LIFE-210,Lecture,Anatomy and Physiology,2025,Fall,Sophomore,A,13
LIFE-210,Lecture,Anatomy and Physiology,2025,Fall,Sophomore,B,5
LIFE-210,Lecture,Anatomy and Physiology,2025,Fall,Sophomore,C,2
LIFE-210,Lecture,Anatomy and Physiology,2025,Fall,Sophomore,C+,1
LIFE-210,Lecture,Anatomy and Physiology,2025,Spring,Junior,A,1
LIFE-210,Lecture,Anatomy and Physiology,2025,Spring,Junior,C,1
LIFE-210,Lecture,Anatomy and Physiology,2025,Spring,Senior,A+,2
LIFE-210,Lecture,Anatomy and Physiology,2025,Spring,Senior,B,1
LIFE-210,Lecture,Anatomy and Physiology,2025,Summer,Junior,A+,5
LIFE-210,Lecture,Anatomy and Physiology,2025,Summer,Junior,B,1
LIFE-210,Lecture,Anatomy and Physiology,2025,Summer,Senior,A,3
LIFE-210,Lecture,Anatomy and Physiology,2025,Summer,Senior,A+,2
LIFE-210,Lecture,Anatomy and Physiology,2025,Summer,Sophomore,A+,2
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2020,Fall,Sophomore,W,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2022,Fall,Junior,A,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2022,Fall,Junior,C,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2022,Fall,Sophomore,A,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2022,Fall,Sophomore,C,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2023,Fall,Junior,A,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2023,Fall,Junior,B,3
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2023,Fall,Junior,C,2
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2023,Fall,Senior,A,3
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2023,Fall,Senior,B,2
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2023,Fall,Senior,C,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2023,Fall,Sophomore,A,2
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2023,Fall,Sophomore,B,3
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2023,Fall,Sophomore,D,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2023,Fall,Sophomore,W,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Junior,A,9
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Junior,A-,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Junior,B,5
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Junior,C,2
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Junior,W,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Senior,A,5
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Senior,A+,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Senior,A-,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Senior,B,3
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Sophomore,A,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Sophomore,B,2
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Sophomore,C,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Sophomore,RD,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2024,Summer,Sophomore,A+,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Junior,A,7
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Junior,A+,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Junior,A-,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Junior,B,8
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Junior,C+,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Senior,A,3
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Senior,B,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Senior,B+,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Senior,C,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Senior,D,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Sophomore,A,3
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Sophomore,A+,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Sophomore,B,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Sophomore,B-,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Sophomore,C,2
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2025,Summer,Junior,A+,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2025,Summer,Senior,A+,1
LIFE-210,Lecture,Behavioral and Cognitive Neuroscience,2025,Summer,Sophomore,A,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2020,Fall,Junior,XD,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2021,Fall,Junior,C,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2021,Fall,Sophomore,C,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2021,Summer,Senior,XB,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2022,Fall,Senior,A-,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2023,Fall,Junior,B,2
LIFE-210,Lecture,Cell and Molecular Neuroscience,2023,Fall,Junior,B+,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2023,Fall,Senior,B,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2023,Fall,Sophomore,A+,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2023,Fall,Sophomore,B-,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2023,Summer,Senior,A+,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2024,Fall,Junior,A,2
LIFE-210,Lecture,Cell and Molecular Neuroscience,2024,Fall,Junior,B,4
LIFE-210,Lecture,Cell and Molecular Neuroscience,2024,Fall,Junior,B+,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2024,Fall,Junior,W,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2024,Fall,Senior,A,5
LIFE-210,Lecture,Cell and Molecular Neuroscience,2024,Fall,Senior,B,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2024,Fall,Senior - Second Bachelor,A,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2024,Fall,Sophomore,B,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2024,Fall,Sophomore,C,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2024,Summer,Junior,B,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2025,Fall,Junior,A,8
LIFE-210,Lecture,Cell and Molecular Neuroscience,2025,Fall,Junior,C,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2025,Fall,Senior,A,2
LIFE-210,Lecture,Cell and Molecular Neuroscience,2025,Fall,Senior,C+,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2025,Fall,Senior - Second Bachelor,A,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2025,Fall,Sophomore,A,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2025,Fall,Sophomore,F,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2025,Spring,Senior,A,1
LIFE-210,Lecture,Cell and Molecular Neuroscience,2025,Summer,Junior,A,2
LIFE-210,Lecture,Environmental and Public Health,2023,Fall,Junior,C,1
LIFE-210,Lecture,Exercise Science,2021,Fall,Sophomore,C,1
LIFE-210,Lecture,Exercise Science,2023,Fall,Junior,C,1
LIFE-210,Lecture,Exercise Science,2023,Fall,Sophomore,B,1
LIFE-210,Lecture,Exercise Science,2023,Fall,Sophomore,D,1
LIFE-210,Lecture,Exercise Science,2024,Fall,Junior,A,1
LIFE-210,Lecture,Exercise Science,2024,Fall,Junior,D,1
LIFE-210,Lecture,Exercise Science,2024,Fall,Junior,W,1
LIFE-210,Lecture,Exercise Science,2024,Fall,Sophomore,D,1
LIFE-210,Lecture,Exercise Science,2024,Fall,Sophomore,F,1
LIFE-210,Lecture,Exercise Science,2024,Fall,Sophomore,W,2
LIFE-210,Lecture,Exercise Science,2025,Fall,Junior,A,1
LIFE-210,Lecture,Exercise Science,2025,Fall,Junior,B,1
LIFE-210,Lecture,Exercise Science,2025,Fall,Senior,A,2
LIFE-210,Lecture,Exercise Science,2025,Fall,Senior,B+,1
