course_id,Anatomy and Physiology,Behavioral and Cognitive Neuroscience,Cell and Molecular Neuroscience,Environmental and Public Health,Exercise Science,Health Promotion,Microbiology and Infectious Disease,Neuroscience,Other
HDFS-217,Sophomore (Spring) | B+,,,,Sophomore (Fall) | B+,Freshman (Spring) | B-,,,
HDFS-250,Junior (Fall) | A+,,,,,Sophomore (Fall) | D,,,
HDFS-275,,,,,,Sophomore (Fall) | A,,,
HDFS-277,Junior (Spring) | A+,Freshman (Fall) | A+,,,Sophomore (Spring) | W,Sophomore (Fall) | A-,Sophomore (Fall) | A,,Freshman (Fall) | A+
HDFS-310,Senior (Fall) | A+,,,,Junior (Spring) | A,Senior (Fall) | B+,,,Junior (Fall) | B
HDFS-311,Senior (Spring) | A+,,,,Junior (Fall) | A-,Junior (Fall) | C+,,,Sophomore (Fall) | C
HDFS-312,Senior (Fall) | A+,,,,,Sophomore (Spring) | C,,,
HDFS-315,Senior (Fall) | A,,,,Junior (Fall) | A,,Junior (Fall) | B+,,
HDFS-332,,,,,Senior (Spring) | A+,Junior (Spring) | A+,,,
HDFS-334,,,,,,Senior (Fall) | A+,,,Junior (Spring) | B
HDFS-372,Senior (Spring) | A+,Junior (Spring) | A+,,,,,,,
HDFS-403,Senior (Fall) | A,,,,,,,,
HDFS-484,Junior (Spring) | S,,,,,,,,
HDFS-497B,,,,,,,,,Freshman (Fall) | S
HDFS-497C,Junior (Spring) | S,,,,Junior (Spring) | S,Sophomore (Spring) | S,Junior (Spring) | S,,
HDFS-497F,Sophomore (Fall) | A,,,,,,,,
HDFS-498A,Junior (Spring) | A,,,,,,,,
HES-127,,,,,Freshman (Fall) | A,Freshman (Fall) | A,,,Freshman (Fall) | A
HES-145,Sophomore (Fall) | A,Freshman (Fall) | A,,Freshman (Fall) | B,Freshman (Fall) | A,Freshman (Fall) | B,Sophomore (Fall) | A,Freshman (Fall) | A,Freshman (Fall) | B
HES-180A1,,,,,Freshman (Fall) | A,Freshman (Fall) | A,,,
HES-202,Sophomore (Spring) | A,Sophomore (Fall) | A,Sophomore (Fall) | A,Freshman (Fall) | W,Sophomore (Spring) | A,Sophomore (Spring) | A,Sophomore (Spring) | A,,Sophomore (Fall) | B
HES-207,Junior (Fall) | A,Senior (Spring) | B,,,Sophomore (Fall) | A,Sophomore (Fall) | C,,,Sophomore (Fall) | D
HES-300,,,,,Junior (Spring) | A,Junior (Spring) | B,,,Junior (Fall) | A
HES-303,Senior (Fall) | A,Senior (Fall) | C,,,Junior (Fall) | A,Junior (Fall) | B,,,Junior (Fall) | A
HES-307,Senior (Summer) | B,,,,Senior (Fall) | B,,,,Junior (Spring) | B
HES-309,,,,,Senior (Fall) | B,Senior (Fall) | A,,,
HES-319,,,,,Senior (Fall) | B,,,,
HES-340,Junior (Spring) | A,,,,Senior (Fall) | A,Junior (Fall) | B,,,Senior (Summer) | A
HES-345,Junior (Fall) | A,,,Junior (Fall) | A,Junior (Fall) | B,Junior (Fall) | B,,,Junior (Fall) | A
HES-354,Junior (Spring) | A,,,,Junior (Fall) | A,Junior (Fall) | B,,,Junior (Fall) | B
HES-355,,,,,,Senior (Spring) | B,,,
HES-360,,,,,Senior (Fall) | A,Senior (Fall) | A,,,Senior (Fall) | A
HES-379,Senior (Spring) | A,Junior (Spring) | B,,,Junior (Spring) | B,Junior (Spring) | B,,,
HES-386,,,,,,Senior (Spring) | A,,,Senior (Fall) | A
HES-403,Senior (Fall) | A,Senior (Summer) | A,,,Senior (Fall) | A,Senior (Spring) | B,,,Senior (Fall) | B
HES-419,,,,,Senior (Fall) | A,Senior (Fall) | A,,,
HES-420,,,,,Senior (Fall) | B,Senior (Fall) | B,,,Senior (Spring) | A
HES-432,,,,,Junior (Fall) | B,Senior (Spring) | A,,,Senior (Fall) | B
HES-434,Senior (Fall) | A,,,,Senior (Fall) | A,Senior (Fall) | A,,,Senior (Fall) | A
HES-440,,,,,Senior (Spring) | A,Senior (Spring) | A,,,
HES-455,,,,,,Senior (Fall) | A,,,Senior (Spring) | A
HES-478A,,,,,Senior (Fall) | A,,,,
HES-480A2,,,,,,Senior (Fall) | A,,,
HES-480A3,,,,,Senior (Spring) | A,Senior (Spring) | A,,,
HES-480A4,,,,,Senior (Fall) | A,Senior (Fall) | A-,,,
HES-484,Senior (Fall) | A,,,,Senior (Fall) | A,Senior (Spring) | A,,,
HES-486,,,,,,Senior (Fall) | A,,,Senior (Spring) | A
HES-487,,,,,,Senior (Fall) | A,,,Senior (Fall) | A
HES-495A,Junior (Spring) | A,,,,Junior (Fall) | A,Senior (Fall) | A,,,
HES-495C,,,,,,Senior (Fall) | A,,,
HIST-100,Junior (Spring) | A-,Sophomore (Spring) | A-,,Freshman (Fall) | B+,Sophomore (Fall) | A-,Sophomore (Fall) | B,Sophomore (Fall) | A-,,Freshman (Fall) | B
HIST-101,Sophomore (Fall) | A,Freshman (Fall) | B-,Freshman (Fall) | A-,Sophomore (Spring) | F,Freshman (Fall) | C,Sophomore (Fall) | B+,Sophomore (Fall) | A,,Sophomore (Spring) | A
HIST-115,Sophomore (Spring) | B+,,,,Sophomore (Fall) | B,Freshman (Spring) | B,,Sophomore (Spring) | W,Sophomore (Spring) | W
HIST-116,Senior (Fall) | A,,,Freshman (Fall) | A-,Sophomore (Fall) | C,,,,
HIST-120,Junior (Fall) | A,,,,Sophomore (Fall) | A-,Junior (Spring) | A,Freshman (Fall) | A,,Junior (Fall) | A
HIST-121,Junior (Spring) | A,Senior (Summer) | W,,,Junior (Spring) | A,,,Freshman (Summer) | A-,
HIST-150,Sophomore (Fall) | A,Senior (Fall) | F,Freshman (Fall) | A,Sophomore (Fall) | B,Sophomore (Fall) | B-,Sophomore (Fall) | B,Freshman (Fall) | A,,Freshman (Fall) | A
HIST-151,Sophomore (Fall) | A,Sophomore (Fall) | A,Senior (Fall) | A,Junior (Fall) | C,Sophomore (Fall) | B,Sophomore (Fall) | C,Sophomore (Spring) | A,Freshman (Fall) | B,Sophomore (Spring) | A
HIST-170,Sophomore (Fall) | A,Freshman (Fall) | B,,Junior (Fall) | A,Sophomore (Fall) | B,Freshman (Fall) | B,Freshman (Spring) | C,,Freshman (Fall) | A
HIST-171,Sophomore (Fall) | A,Sophomore (Spring) | A,Junior (Fall) | A,Junior (Fall) | A,Freshman (Fall) | A,Sophomore (Fall) | B,Sophomore (Fall) | A+,Freshman (Fall) | C+,Freshman (Spring) | A
HIST-201,,,,,Sophomore (Fall) | B+,Freshman (Fall) | A,Freshman (Fall) | B+,,
HIST-250,,,,,Junior (Fall) | A+,Freshman (Fall) | C,,,
HIST-255,,,,,Junior (Spring) | A+,,,,
HIST-301,Junior (Fall) | A-,,,,,,,,
HIST-309,Junior (Spring) | W,,,,,,,,
HIST-311,,,,,Sophomore (Fall) | C+,,,,
HIST-317,,Sophomore (Fall) | C+,,Junior (Fall) | B-,,,,,
HIST-318,Junior (Fall) | A,,,,,,,,
HIST-338,Senior (Spring) | W,,,,,,,,
HIST-345,,,,,Junior (Spring) | A,,,,
HIST-349,,,,,,Sophomore (Fall) | B+,,,
HIST-351,Junior (Fall) | A,,,,,,,,
HIST-355,,,,,Sophomore (Fall) | F,,,,
HIST-359,,Senior (Summer) | A+,,,,,,,
HIST-366,Junior (Spring) | A,,,,,,,,
HIST-370,Sophomore (Spring) | A-,,,,,,,,
HIST-431,,,,,Junior (Fall) | C+,,,,
HONR-192,Sophomore (Fall) | A,Sophomore (Fall) | A,Sophomore (Fall) | A,Sophomore (Fall) | A,Sophomore (Fall) | A,Sophomore (Fall) | A,Sophomore (Fall) | A,Freshman (Fall) | F,Sophomore (Fall) | A
HONR-193,Sophomore (Spring) | A,Sophomore (Spring) | A,Sophomore (Spring) | A,Sophomore (Spring) | A,Sophomore (Spring) | A,Sophomore (Spring) | A,Sophomore (Spring) | A,Sophomore (Spring) | B,Sophomore (Spring) | A
HONR-292A,Junior (Fall) | A,Senior (Fall) | A,Junior (Fall) | A,,Junior (Fall) | A,Sophomore (Spring) | A,Junior (Fall) | A,,Junior (Fall) | A
HONR-292B,Junior (Fall) | A,Junior (Fall) | A,Junior (Fall) | A,Junior (Fall) | A,Sophomore (Fall) | A,Junior (Fall) | A,Junior (Fall) | A,,Junior (Summer) | A
HONR-292C,Junior (Fall) | A,Junior (Fall) | A,Junior (Fall) | A,,Junior (Spring) | A,Junior (Fall) | A,Junior (Fall) | A,,Junior (Fall) | A
HONR-384,,Senior (Spring) | A,Junior (Spring) | A,,Senior (Fall) | A,,Sophomore (Fall) | A,,
HONR-392,Senior (Fall) | A,Senior (Fall) | A,Senior (Fall) | A+,Senior (Fall) | A,Senior (Fall) | A,Junior (Spring) | A,Senior (Fall) | A,,Senior (Fall) | A+
HONR-397,,Senior (Spring) | A,,,Junior (Spring) | A+,Freshman (Fall) | A+,,,
HONR-399,Senior (Spring) | S,Senior (Spring) | S,Senior (Spring) | S,Senior (Spring) | S,Senior (Fall) | S,Senior (Spring) | S,Senior (Fall) | S,,Senior (Fall) | S
HONR-492,Senior (Fall) | A,Senior (Fall) | A,,,Senior (Spring) | A+,Senior (Spring) | A+,Senior (Spring) | A+,,Senior (Fall) | A
HONR-499,Senior (Fall) | A,,,Senior (Fall) | I,Senior (Fall) | A,Senior (Fall) | A,Senior (Fall) | A+,,Senior (Spring) | A
HORT-100,,Sophomore (Fall) | B,Senior (Spring) | A,,Sophomore (Fall) | B,Freshman (Spring) | W,,Freshman (Fall) | F,
HORT-171,Freshman (Fall) | A,,,,,,,,
HORT-260,,,Senior (Fall) | A,,,,,,
HORT-401,Senior (Fall) | A,,,,,,,,
HORT-462,,,Senior (Fall) | A,,,,,,
IDEA-110,Sophomore (Fall) | A+,,,,Freshman (Fall) | A,,,Sophomore (Fall) | A+,
IDEA-210,Freshman (Summer) | A,Sophomore (Summer) | A,Sophomore (Summer) | A+,,Freshman (Summer) | A,Sophomore (Summer) | A,,,Freshman (Spring) | F
IE-116,Sophomore (Fall) | A+,,,,Sophomore (Fall) | A,,,,
IE-149A,Sophomore (Fall) | A,,,,Sophomore (Fall) | A+,,,,
IE-182A,Sophomore (Fall) | A,Freshman (Fall) | A,,,,,,,
IE-200,Senior (Spring) | A+,Senior (Fall) | A,,Sophomore (Fall) | B+,Sophomore (Fall) | A+,Sophomore (Fall) | A+,,,
IE-252A,,,Junior (Spring) | A,,,Sophomore (Spring) | A,,,
IE-252B,Junior (Spring) | A+,Junior (Spring) | A+,,,Junior (Spring) | A+,,,,Sophomore (Spring) | A+
IE-270,,,,,,Sophomore (Spring) | B-,,,
IE-282B,,,,,,Sophomore (Fall) | A+,,,
IE-382G,Senior (Spring) | A+,Senior (Spring) | A+,,,Senior (Spring) | A+,,,,
IE-387,Junior (Summer) | A+,,Junior (Summer) | A,Junior (Summer) | A,Junior (Summer) | A,Senior (Summer) | A+,Sophomore (Summer) | A,,
INST-179A,Freshman (Fall) | A+,,,,,,,,
INST-179B,Sophomore (Fall) | A+,Sophomore (Fall) | A+,,,,,,,
INST-179C,Freshman (Fall) | A-,,,,Sophomore (Fall) | A+,,,,Freshman (Fall) | A
INST-182B,Sophomore (Fall) | A+,,,,,,Freshman (Fall) | A+,,
INST-200,Freshman (Fall) | A+,Junior (Fall) | A,,,Senior (Fall) | A,Freshman (Fall) | A,,,
INTD-110,,Freshman (Fall) | A-,,,Freshman (Fall) | A-,Freshman (Fall) | A-,Junior (Fall) | A-,,
INTD-129,,Freshman (Spring) | D,,,Freshman (Summer) | A,Sophomore (Fall) | D,Junior (Spring) | B,,
INTD-166,,Freshman (Spring) | C,,,Freshman (Spring) | A-,,Sophomore (Spring) | A,,
INTD-359,,,,,,,Junior (Spring) | C,,
IU-170,Sophomore (Fall) | A,,,,Sophomore (Spring) | A,,Sophomore (Fall) | A,,
IU-171,Sophomore (Spring) | A,,,,Sophomore (Spring) | A,,Sophomore (Spring) | A,,
IU-172,Freshman (Fall) | A+,Freshman (Fall) | A+,Sophomore (Fall) | A+,Sophomore (Fall) | A+,Freshman (Fall) | A+,Freshman (Fall) | A+,Freshman (Fall) | A+,,
IU-172A,Sophomore (Fall) | A+,Freshman (Fall) | A+,,Freshman (Spring) | A,Freshman (Fall) | A,Freshman (Fall) | A,Sophomore (Fall) | A+,,Freshman (Fall) | C
IU-173B,Sophomore (Fall) | A,Junior (Fall) | A,,Sophomore (Fall) | A-,Freshman (Fall) | A,Sophomore (Spring) | A,Sophomore (Fall) | A,,Sophomore (Fall) | A-
IU-173C,Sophomore (Spring) | A-,,,Junior (Fall) | A+,,,,,
IU-174B,Freshman (Fall) | A+,Sophomore (Fall) | A,,,Freshman (Fall) | A-,Freshman (Fall) | A-,Sophomore (Fall) | A+,,
IU-174D,,,,Junior (Fall) | F,,,,,
IU-180A2,,,,Sophomore (Spring) | B,Sophomore (Spring) | A+,,,,
IU-180A6,,,Senior (Spring) | XA+,,,,,,
IU-180A7,Freshman (Fall) | A,,,,Freshman (Fall) | A,,,,
IU-270,Junior (Fall) | A,,,,,Junior (Summer) | A,Sophomore (Fall) | A,,
IU-271,Junior (Spring) | A,,,,,Junior (Summer) | A,Junior (Spring) | A,,
IU-274,Junior (Fall) | A+,Junior (Fall) | A+,Junior (Fall) | A+,,Sophomore (Fall) | A+,Junior (Fall) | C,Junior (Fall) | A,,Junior (Fall) | W
IU-300,Junior (Fall) | A,Junior (Fall) | A+,Junior (Fall) | A+,Junior (Fall) | A+,,,Junior (Fall) | A,,
IU-470,Senior (Fall) | A,,,,Sophomore (Fall) | F,Senior (Fall) | A,Senior (Fall) | A,,
IU-471,Senior (Spring) | A,,,,,Senior (Spring) | A,,,
IU-498,Senior (Fall) | A,,,,,,,,
JTC-100,Junior (Fall) | A,,,Junior (Fall) | B,Freshman (Fall) | B,Freshman (Fall) | B-,Freshman (Fall) | A,,Freshman (Fall) | B-
JTC-210,,,,,Junior (Fall) | A-,,Senior (Spring) | A+,,
JTC-211,,,,,Junior (Spring) | A,,Senior (Fall) | A+,,
JTC-270,,,,,Junior (Fall) | B+,,,,
JTC-300,Junior (Spring) | A,Sophomore (Fall) | W,,Junior (Spring) | A,Junior (Fall) | A,Sophomore (Fall) | B-,Junior (Fall) | A+,,
JTC-301,Junior (Spring) | A-,,,,Freshman (Summer) | W,,Senior (Fall) | A+,,
JTC-326,,,,,,,Senior (Spring) | B+,,
JTC-350,,,,,,,Senior (Fall) | A,,
JTC-354,,,,,,,Senior (Fall) | A,,
JTC-490,,,,,Junior (Fall) | A+,,,,
KEY-175,Freshman (Fall) | A,Sophomore (Fall) | A,Freshman (Fall) | A,,Freshman (Fall) | A,,Sophomore (Fall) | A,Freshman (Fall) | B-,Sophomore (Fall) | A
KEY-192A,Sophomore (Spring) | A+,Junior (Spring) | A+,,Sophomore (Spring) | A,Sophomore (Spring) | A+,Freshman (Spring) | A+,Sophomore (Spring) | A+,,Sophomore (Spring) | A+
KEY-192B,,,,,Freshman (Fall) | B+,Freshman (Fall) | C,,,
KEY-192C,Freshman (Fall) | A,Freshman (Fall) | A+,Sophomore (Fall) | B,Freshman (Fall) | A,Freshman (Fall) | A,Freshman (Fall) | B+,Sophomore (Fall) | A,,Freshman (Fall) | A
KEY-272,Sophomore (Fall) | B+,,Junior (Fall) | A,Sophomore (Fall) | W,Sophomore (Fall) | A,Sophomore (Fall) | A,,,
LAND-110,,,,,,Junior (Fall) | A,,,
LAND-220,Sophomore (Fall) | A+,,,,,,,,
LARA-250,Sophomore (Fall) | A,,,,,,Junior (Fall) | A,,
LASL-100,Sophomore (Fall) | A+,Sophomore (Fall) | A+,Junior (Fall) | A,Sophomore (Fall) | A,Junior (Fall) | A,Sophomore (Spring) | A+,Freshman (Fall) | A,Junior (Fall) | A+,
LASL-101,Junior (Fall) | A,Senior (Spring) | A,Senior (Spring) | A,Junior (Spring) | D,Junior (Fall) | A,Sophomore (Fall) | A,Sophomore (Spring) | A,,
LASL-200,Junior (Spring) | A,Senior (Fall) | A,Senior (Fall) | A,Junior (Fall) | C+,Freshman (Fall) | A,Freshman (Fall) | A,Sophomore (Fall) | B,,
LASL-201,Junior (Fall) | A,,Senior (Spring) | A,,,Junior (Fall) | A,Junior (Fall) | A,,
LASL-304,Senior (Fall) | A,,,,,,Junior (Fall) | B,,
LASL-347,Senior (Spring) | B,,,,,,,,
LB-173,Sophomore (Fall) | A,Sophomore (Fall) | A,Sophomore (Fall) | A,,Senior (Fall) | A,Freshman (Fall) | A,Freshman (Fall) | A,,Freshman (Fall) | A
LB-205,Junior (Spring) | A+,,,,,,,,
LB-300,Junior (Spring) | A,,,,,,Senior (Fall) | A-,,
LB-360,Senior (Spring) | A,,,,,,,,
LCHI-100,,Junior (Fall) | A,,,,Freshman (Fall) | B,Freshman (Fall) | A,,
LCHI-101,,,,,,Freshman (Spring) | A-,,,
LCHI-200,,,,,,Sophomore (Fall) | B,Junior (Fall) | A+,,
LCHI-201,,,,,,Sophomore (Spring) | C+,,,
LCHI-304,,Sophomore (Fall) | A,,,,Junior (Fall) | A-,,,
LCHI-305,,Junior (Spring) | A,,,,Junior (Spring) | A,,,
LCHI-380A1,,Junior (Fall) | A-,,,,Senior (Fall) | A,,,
LCHI-400,,Senior (Spring) | A,,,,,,,
LCHI-480A1,,,,,,Senior (Spring) | B+,,,
LFRE-100,Sophomore (Fall) | A+,,,,Sophomore (Spring) | A,Sophomore (Spring) | B-,,,
LFRE-101,Sophomore (Fall) | A+,Sophomore (Spring) | B+,,,Freshman (Spring) | A+,,,,
LFRE-200,Sophomore (Fall) | A+,Junior (Fall) | B,,,Junior (Fall) | A+,,,,
LFRE-201,,,,,Senior (Spring) | A+,,Freshman (Fall) | A-,,
LFRE-251,,,,,,,Sophomore (Spring) | A+,,
LFRE-300,Sophomore (Fall) | A,Sophomore (Spring) | A,,,Senior (Fall) | A,,Sophomore (Fall) | B+,,
LFRE-301,Junior (Fall) | A+,,,,,,,,
LFRE-313,Senior (Fall) | A,,,,,,,,
LFRE-335,Junior (Spring) | A,,,,,,,,
LFRE-365,Sophomore (Fall) | A,Sophomore (Fall) | A,,,,,,,
LFRE-400,Senior (Spring) | A-,,,,,,,,
LFRE-433A,Senior (Fall) | A+,,,,,,,,
LGEN-465E,Senior (Spring) | A,,,,,,,,
LGER-100,Junior (Spring) | A,Sophomore (Fall) | A-,,,,Junior (Fall) | A,Sophomore (Fall) | A+,,
LGER-101,Senior (Fall) | A,,,,Sophomore (Spring) | A+,Freshman (Fall) | A,Junior (Fall) | B+,,
LGER-251,Junior (Fall) | A+,,,,Senior (Spring) | B+,,Sophomore (Fall) | A,,
LGER-345,,,Sophomore (Fall) | A+,,,,,,
LGER-400,,,Sophomore (Fall) | A+,,,,,,
LGER-434,,,Sophomore (Spring) | A+,,,,,,
LIFE-102,Sophomore (Fall) | A,Freshman (Fall) | A,Sophomore (Fall) | A,Freshman (Fall) | A,Freshman (Fall) | B,Freshman (Fall) | B,Sophomore (Fall) | A,Freshman (Fall) | C,Freshman (Fall) | B
LIFE-103,Sophomore (Spring) | A,Sophomore (Fall) | B,Freshman (Fall) | A,Junior (Fall) | A,Sophomore (Spring) | B,Sophomore (Fall) | D,Sophomore (Spring) | A,,Sophomore (Spring) | C
LIFE-162,Sophomore (Fall) | A+,Freshman (Fall) | A+,,Freshman (Fall) | A+,Freshman (Fall) | A+,Freshman (Fall) | A+,Sophomore (Fall) | A+,,Freshman (Fall) | C+
LIFE-201B,Sophomore (Spring) | A,Sophomore (Spring) | A,Sophomore (Spring) | A,Sophomore (Spring) | C,Sophomore (Spring) | A,Sophomore (Spring) | B,Sophomore (Spring) | A,Sophomore (Spring) | A,Junior (Spring) | A
LIFE-205,Sophomore (Fall) | B,Senior (Fall) | A,,,Senior (Fall) | A,Senior (Fall) | A,,,
LIFE-210,Junior (Fall) | A,Junior (Fall) | A,Junior (Fall) | A,Junior (Fall) | C,Junior (Fall) | A,Sophomore (Fall) | W,Junior (Fall) | B,Junior (Fall) | B,Junior (Fall) | B
LIFE-211,Junior (Fall) | A+,Junior (Fall) | A+,Junior (Fall) | A+,,,,,Junior (Fall) | B,
LIFE-320,Junior (Fall) | A,,,,Sophomore (Fall) | A,Sophomore (Fall) | B,Junior (Fall) | A,,Junior (Spring) | A+
LITA-200,,,Senior (Fall) | A+,,,,,,
LITA-201,,,,,,Sophomore (Spring) | C+,,,
LJPN-100,Freshman (Fall) | A+,,,,,,Sophomore (Fall) | A+,,Sophomore (Fall) | A+
LJPN-101,Sophomore (Spring) | A,,,,,,Junior (Spring) | A+,,
LJPN-200,Junior (Fall) | A,,,,Sophomore (Fall) | A-,,Senior (Fall) | A,,
LJPN-201,Junior (Spring) | B,,,,Junior (Spring) | B-,,Senior (Spring) | A,,
LJPN-304,Senior (Fall) | B,,,,Junior (Fall) | B-,,Senior (Fall) | A,,
LJPN-305,Senior (Spring) | B+,,,,Senior (Spring) | B,,,,
LJPN-352A,Senior (Summer) | A,,,,Senior (Summer) | B+,,Senior (Summer) | A+,,
LKOR-100,Sophomore (Fall) | A-,,,Junior (Fall) | A+,,,,,
LKOR-101,Sophomore (Spring) | A,,,,,,,,
LKOR-200,Junior (Fall) | A,Freshman (Fall) | A+,,,,,,,
LKOR-201,,Sophomore (Spring) | A-,,,,,,,
LKOR-300,,Sophomore (Fall) | A-,,,,,,,
LRUS-100,,,,,,,Freshman (Fall) | A-,,
LSPA-100,Senior (Fall) | B,,Junior (Fall) | A,,Sophomore (Spring) | C,Freshman (Fall) | B,,,
LSPA-101,Sophomore (Fall) | A+,,,,Freshman (Fall) | B+,Sophomore (Spring) | B,Junior (Fall) | A,,
LSPA-108,Senior (Summer) | A+,,,,Senior (Spring) | C,,,,Freshman (Spring) | D
LSPA-200,Sophomore (Fall) | A,,,,Sophomore (Spring) | A-,Sophomore (Fall) | C+,Junior (Fall) | A,,Freshman (Fall) | A-
LSPA-201,Sophomore (Fall) | A+,Sophomore (Fall) | A-,,,Sophomore (Fall) | B-,Freshman (Fall) | B-,Sophomore (Fall) | A-,,
LSPA-208,,,,,,,Junior (Spring) | A,,
LSPA-300,Junior (Fall) | A,Sophomore (Fall) | A-,Sophomore (Fall) | A,Sophomore (Fall) | A,Junior (Spring) | B+,Sophomore (Fall) | A,Junior (Fall) | A,Freshman (Fall) | F,
LSPA-301,Junior (Spring) | A,Junior (Fall) | A-,,Sophomore (Fall) | A,Junior (Fall) | A,Junior (Spring) | A-,Senior (Fall) | A,,
LSPA-310,Senior (Spring) | A,,Sophomore (Spring) | A,,,Junior (Fall) | B,Senior (Fall) | A,,
LSPA-313,Senior (Fall) | A,Senior (Spring) | A-,,Sophomore (Spring) | A,,Junior (Fall) | A+,,,
LSPA-326,,Sophomore (Fall) | A,,,,,,,
LSPA-335,Junior (Fall) | A,Junior (Fall) | A-,Junior (Fall) | A,Junior (Fall) | A+,Senior (Fall) | B+,Junior (Spring) | A,,,
LSPA-340,Junior (Fall) | A+,,,,,,,,
LSPA-342,Senior (Spring) | A,,,,,,,,
LSPA-343,Senior (Fall) | A,,,,,,,,
LSPA-345,Senior (Spring) | A,,,,,,,,
LSPA-346,Senior (Summer) | A,Junior (Fall) | A,,Sophomore (Spring) | D,Senior (Spring) | A-,,Senior (Spring) | A,,
LSPA-348,Senior (Spring) | A,,,,,,,,
LSPA-400,Senior (Fall) | A,,Senior (Spring) | A,Senior (Fall) | A,,Senior (Fall) | B-,Senior (Fall) | A-,,
LSPA-436,Senior (Fall) | A,,,Senior (Fall) | A,,,,,
LSPA-443,Senior (Fall) | A,,,,Senior (Fall) | A,,,,
LSPA-444,Sophomore (Spring) | C,,,,,,,,
LSPA-495,,,,,Senior (Summer) | A,,,,
MATH-101,Sophomore (Spring) | B,Sophomore (Fall) | A,,,Freshman (Fall) | B+,Freshman (Fall) | B,,,Freshman (Spring) | D
MATH-105,,,,,,,Sophomore (Fall) | A,,
MATH-116,Freshman (Fall) | A,Freshman (Spring) | A+,,Freshman (Spring) | A,Freshman (Fall) | A,Sophomore (Spring) | A,Sophomore (Fall) | A,Sophomore (Spring) | A+,Sophomore (Spring) | A+
MATH-117,Freshman (Fall) | A,Freshman (Fall) | A,Sophomore (Fall) | A,Freshman (Fall) | A,Freshman (Fall) | A,Freshman (Fall) | A,Freshman (Fall) | A,Sophomore (Fall) | A,Freshman (Fall) | B
MATH-118,Freshman (Fall) | A,Freshman (Fall) | A,Sophomore (Fall) | A,Freshman (Fall) | A,Freshman (Fall) | A,Freshman (Fall) | A,Freshman (Fall) | A,Sophomore (Fall) | B,Freshman (Fall) | A
MATH-120,Freshman (Spring) | D,Freshman (Fall) | A,Sophomore (Spring) | A,,Freshman (Fall) | A,Sophomore (Spring) | B,Freshman (Fall) | C,,Freshman (Spring) | D
MATH-124,Sophomore (Fall) | A,Freshman (Fall) | A,Freshman (Fall) | A,Sophomore (Fall) | A,Sophomore (Fall) | A,Sophomore (Fall) | A,Freshman (Fall) | A,Freshman (Fall) | A,Freshman (Fall) | A
MATH-125,Sophomore (Fall) | A,Sophomore (Fall) | A,Junior (Fall) | A,Sophomore (Fall) | W,Sophomore (Spring) | A,Sophomore (Spring) | W,Sophomore (Spring) | A,Sophomore (Spring) | A,Sophomore (Fall) | W
MATH-126,Sophomore (Spring) | A,Freshman (Fall) | A,Junior (Spring) | A,Freshman (Fall) | A,Freshman (Fall) | A,Sophomore (Spring) | A,Sophomore (Spring) | A,Sophomore (Summer) | A,Freshman (Spring) | W
MATH-127,Freshman (Fall) | A,Sophomore (Fall) | B,,Freshman (Spring) | B,Freshman (Fall) | C,Sophomore (Fall) | C,Sophomore (Fall) | A,,
MATH-141,Freshman (Spring) | B,,,,Sophomore (Fall) | C,Freshman (Fall) | B,,,
MATH-155,Sophomore (Spring) | A,Sophomore (Fall) | A,Sophomore (Fall) | A,Sophomore (Spring) | A-,Sophomore (Fall) | A,Sophomore (Spring) | W,Junior (Spring) | A,Junior (Fall) | B,Sophomore (Fall) | W
MATH-160,Sophomore (Spring) | A,,Sophomore (Fall) | A,Sophomore (Spring) | A,Junior (Spring) | C,Sophomore (Fall) | W,Freshman (Fall) | A,,
MATH-161,Junior (Fall) | B,Junior (Fall) | C,Junior (Fall) | A,Sophomore (Spring) | C,Sophomore (Fall) | F,Sophomore (Fall) | F,Junior (Spring) | A,Freshman (Fall) | W,
MATH-192,,,,,,Freshman (Fall) | B,,,
MATH-235,,,Senior (Spring) | C+,,,,,,
MATH-255,Senior (Spring) | A,Sophomore (Spring) | B,Senior (Fall) | A,Junior (Spring) | B-,Sophomore (Spring) | A,,Junior (Fall) | A,,Junior (Fall) | W
MATH-261,Junior (Fall) | B,,Senior (Fall) | A,,Junior (Fall) | B,,Junior (Spring) | A,,
MATH-271,,,,,,,Sophomore (Fall) | A-,,
MATH-340,Junior (Spring) | B,,,,Senior (Spring) | B-,,,,
MATH-348,,,Junior (Fall) | A,,,,,,
MATH-369,Junior (Fall) | A+,Junior (Spring) | A+,Senior (Fall) | A,,,,Senior (Spring) | A,,
MATH-384,,,Senior (Spring) | A,,,,,,
MATH-455,,Senior (Fall) | A+,Senior (Fall) | A,,,,Senior (Fall) | A+,,
MECH-103,Junior (Fall) | A,Freshman (Fall) | B,Sophomore (Fall) | A,Freshman (Fall) | B-,Freshman (Fall) | F,Freshman (Fall) | C+,,,
MECH-105,Senior (Spring) | A+,,Sophomore (Spring) | W,Sophomore (Spring) | C,Sophomore (Spring) | A-,Sophomore (Fall) | C,,,
MECH-180A1,,Freshman (Fall) | A-,,,,,,,
MECH-200A,Senior (Fall) | F,,,Sophomore (Fall) | A,Junior (Spring) | A,,,,
MECH-201,Senior (Fall) | F,,,Sophomore (Fall) | B,Junior (Fall) | B-,,,,
MECH-202,,,,Sophomore (Spring) | C,,,,,
